index,rating
index_312,5.0
index_313,1.0
index_314,5.0
index_315,1.0
index_316,1.0
index_317,5.0
index_318,5.0
index_319,1.0
index_320,5.0
index_321,5.0
index_322,1.0
index_323,5.0
index_324,1.0
index_325,5.0
index_326,5.0
index_327,1.0
index_328,5.0
index_329,1.0
index_330,1.0
index_331,1.0
index_332,5.0
index_333,5.0
index_334,1.0
index_335,5.0
index_336,1.0
index_337,1.0
index_338,5.0
index_339,1.0
index_340,5.0
index_341,1.0
index_342,5.0
index_343,5.0
index_344,1.0
index_345,5.0
index_346,5.0
index_347,5.0
index_348,1.0
index_349,5.0
index_350,5.0
index_351,5.0
index_352,1.0
index_353,1.0
index_354,1.0
index_355,5.0
index_356,1.0
index_357,5.0
index_358,5.0
index_359,5.0
index_360,5.0
index_361,5.0
index_362,1.0
index_363,5.0
index_364,1.0
index_365,1.0
index_366,1.0
index_367,5.0
index_368,1.0
index_369,5.0
index_370,5.0
index_371,1.0
index_372,5.0
index_373,5.0
index_374,5.0
index_375,5.0
index_376,1.0
index_377,1.0
index_378,1.0
index_379,1.0
index_380,5.0
index_381,1.0
index_382,1.0
index_383,1.0
index_384,5.0
index_385,5.0
index_386,5.0
index_387,1.0
index_388,1.0
index_389,5.0
index_390,5.0
index_391,1.0
index_392,1.0
index_393,5.0
index_394,5.0
index_395,5.0
index_396,1.0
index_397,5.0
index_398,5.0
index_399,5.0
index_400,1.0
index_401,1.0
index_402,5.0
index_403,1.0
index_404,1.0
index_405,5.0
index_406,5.0
index_407,5.0
index_408,5.0
index_409,1.0
index_410,1.0
index_411,1.0
index_412,5.0
index_413,5.0
index_414,1.0
index_415,1.0
index_416,1.0
index_417,5.0
index_418,5.0
index_419,5.0
index_420,1.0
index_421,5.0
index_422,1.0
index_423,1.0
index_424,5.0
index_425,5.0
index_426,5.0
index_427,5.0
index_428,1.0
index_429,5.0
index_430,5.0
index_431,1.0
index_432,1.0
index_433,1.0
index_434,1.0
index_435,1.0
index_436,1.0
index_437,5.0
index_438,5.0
index_439,1.0
index_440,5.0
index_441,5.0
index_442,5.0
index_443,5.0
index_444,5.0
index_445,1.0
index_446,1.0
index_447,1.0
index_448,5.0
index_449,1.0
index_450,5.0
index_451,5.0
index_452,5.0
index_453,5.0
index_454,1.0
index_455,1.0
index_456,5.0
index_457,1.0
index_458,5.0
index_459,5.0
index_460,5.0
index_461,5.0
index_462,1.0
index_463,1.0
index_464,1.0
index_465,5.0
index_466,5.0
index_467,5.0
index_468,1.0
index_469,5.0
index_470,1.0
index_471,5.0
index_472,5.0
index_473,1.0
index_474,5.0
index_475,5.0
index_476,5.0
index_477,5.0
index_478,1.0
index_479,5.0
index_480,1.0
index_481,5.0
index_482,5.0
index_483,1.0
index_484,5.0
index_485,5.0
index_486,5.0
index_487,5.0
index_488,5.0
index_489,5.0
index_490,5.0
index_491,1.0
index_492,1.0
index_493,1.0
index_494,5.0
index_495,5.0
index_496,5.0
index_497,5.0
index_498,1.0
index_499,1.0
index_500,5.0
index_501,1.0
index_502,1.0
index_503,1.0
index_504,5.0
index_505,1.0
index_506,5.0
index_507,5.0
index_508,5.0
index_509,5.0
index_510,5.0
index_511,1.0
index_512,5.0
index_513,5.0
index_514,5.0
index_515,1.0
index_516,5.0
index_517,1.0
index_518,5.0
index_519,1.0
index_520,1.0
index_521,5.0
index_522,1.0
index_523,1.0
index_524,1.0
index_525,5.0
index_526,1.0
index_527,5.0
index_528,5.0
index_529,5.0
index_530,1.0
index_531,5.0
index_532,5.0
index_533,5.0
index_534,5.0
index_535,5.0
index_536,5.0
index_537,5.0
index_538,1.0
index_539,5.0
index_540,5.0
index_541,5.0
index_542,1.0
index_543,5.0
index_544,5.0
index_545,5.0
index_546,5.0
index_547,1.0
index_548,5.0
index_549,1.0
index_550,1.0
index_551,5.0
index_552,5.0
index_553,5.0
index_554,5.0
index_555,1.0
index_556,5.0
index_557,1.0
index_558,1.0
index_559,5.0
index_560,5.0
index_561,1.0
index_562,1.0
index_563,1.0
index_564,1.0
index_565,5.0
index_566,5.0
index_567,5.0
index_568,5.0
index_569,1.0
index_570,1.0
index_571,5.0
index_572,5.0
index_573,5.0
index_574,5.0
index_575,5.0
index_576,5.0
index_577,1.0
index_578,5.0
index_579,5.0
index_580,5.0
index_581,1.0
index_582,1.0
index_583,1.0
index_584,5.0
index_585,5.0
index_586,1.0
index_587,1.0
index_588,5.0
index_589,1.0
index_590,5.0
index_591,1.0
index_592,5.0
index_593,1.0
index_594,5.0
index_595,5.0
index_596,1.0
index_597,5.0
index_598,5.0
index_599,5.0
index_600,1.0
index_601,5.0
index_602,5.0
index_603,5.0
index_604,5.0
index_605,5.0
index_606,5.0
index_607,5.0
index_608,5.0
index_609,5.0
index_610,1.0
index_611,1.0
index_612,1.0
index_613,1.0
index_614,5.0
index_615,5.0
index_616,1.0
index_617,1.0
index_618,1.0
index_619,5.0
index_620,5.0
index_621,5.0
index_622,5.0
index_623,1.0
index_624,5.0
index_625,1.0
index_626,1.0
index_627,1.0
index_628,1.0
index_629,1.0
index_630,1.0
index_631,5.0
index_632,5.0
index_633,5.0
index_634,5.0
index_635,5.0
index_636,5.0
index_637,5.0
index_638,1.0
index_639,5.0
index_640,5.0
index_641,1.0
index_642,1.0
index_643,5.0
index_644,5.0
index_645,5.0
index_646,5.0
index_647,5.0
index_648,5.0
index_649,5.0
index_650,5.0
index_651,5.0
index_652,1.0
index_653,1.0
index_654,1.0
index_655,5.0
index_656,5.0
index_657,5.0
index_658,1.0
index_659,5.0
index_660,1.0
index_661,5.0
index_662,5.0
index_663,1.0
index_664,5.0
index_665,5.0
index_666,5.0
index_667,1.0
index_668,5.0
index_669,5.0
index_670,1.0
index_671,1.0
index_672,5.0
index_673,5.0
index_674,5.0
index_675,1.0
index_676,5.0
index_677,5.0
index_678,5.0
index_679,1.0
index_680,5.0
index_681,5.0
index_682,1.0
index_683,5.0
index_684,5.0
index_685,5.0
index_686,1.0
index_687,1.0
index_688,1.0
index_689,5.0
index_690,5.0
index_691,5.0
index_692,1.0
index_693,5.0
index_694,5.0
index_695,1.0
index_696,1.0
index_697,5.0
index_698,5.0
index_699,1.0
index_700,5.0
index_701,5.0
index_702,1.0
index_703,1.0
index_704,1.0
index_705,5.0
index_706,1.0
index_707,1.0
index_708,5.0
index_709,5.0
index_710,1.0
index_711,1.0
index_712,5.0
index_713,5.0
index_714,1.0
index_715,1.0
index_716,1.0
index_717,5.0
index_718,5.0
index_719,5.0
index_720,1.0
index_721,5.0
index_722,1.0
index_723,5.0
index_724,1.0
index_725,5.0
index_726,5.0
index_727,5.0
index_728,5.0
index_729,1.0
index_730,1.0
index_731,1.0
index_732,5.0
index_733,1.0
index_734,1.0
index_735,5.0
index_736,5.0
index_737,5.0
index_738,5.0
index_739,5.0
index_740,5.0
index_741,1.0
index_742,5.0
index_743,5.0
index_744,5.0
index_745,1.0
index_746,5.0
index_747,5.0
index_748,1.0
index_749,5.0
index_750,5.0
index_751,1.0
index_752,5.0
index_753,1.0
index_754,5.0
index_755,1.0
index_756,1.0
index_757,5.0
index_758,5.0
index_759,1.0
index_760,5.0
index_761,5.0
index_762,1.0
index_763,1.0
index_764,1.0
index_765,5.0
index_766,5.0
index_767,5.0
index_768,5.0
index_769,1.0
index_770,1.0
index_771,5.0
index_772,1.0
index_773,1.0
index_774,5.0
index_775,5.0
index_776,1.0
index_777,5.0
index_778,1.0
index_779,5.0
index_780,1.0
index_781,1.0
index_782,5.0
index_783,1.0
index_784,5.0
index_785,1.0
index_786,1.0
index_787,1.0
index_788,1.0
index_789,1.0
index_790,5.0
index_791,1.0
index_792,5.0
index_793,5.0
index_794,1.0
index_795,1.0
index_796,1.0
index_797,1.0
index_798,5.0
index_799,1.0
index_800,5.0
index_801,5.0
index_802,1.0
index_803,5.0
index_804,5.0
index_805,1.0
index_806,1.0
index_807,5.0
index_808,1.0
index_809,1.0
index_810,1.0
index_811,5.0
index_812,1.0
index_813,1.0
index_814,1.0
index_815,1.0
index_816,1.0
index_817,1.0
index_818,1.0
index_819,1.0
index_820,5.0
index_821,1.0
index_822,1.0
index_823,5.0
index_824,1.0
index_825,1.0
index_826,1.0
index_827,1.0
index_828,5.0
index_829,5.0
index_830,5.0
index_831,5.0
index_832,5.0
index_833,5.0
index_834,1.0
index_835,1.0
index_836,5.0
index_837,5.0
index_838,1.0
index_839,5.0
index_840,5.0
index_841,5.0
index_842,5.0
index_843,5.0
index_844,1.0
index_845,1.0
index_846,1.0
index_847,5.0
index_848,5.0
index_849,5.0
index_850,5.0
index_851,5.0
index_852,1.0
index_853,5.0
index_854,1.0
index_855,1.0
index_856,1.0
index_857,5.0
index_858,1.0
index_859,1.0
index_860,5.0
index_861,5.0
index_862,5.0
index_863,1.0
index_864,5.0
index_865,5.0
index_866,1.0
index_867,5.0
index_868,1.0
index_869,1.0
index_870,5.0
index_871,5.0
index_872,1.0
index_873,5.0
index_874,1.0
index_875,5.0
index_876,1.0
index_877,1.0
index_878,5.0
index_879,1.0
index_880,1.0
index_881,5.0
index_882,5.0
index_883,1.0
index_884,5.0
index_885,5.0
index_886,5.0
index_887,5.0
index_888,1.0
index_889,5.0
index_890,1.0
index_891,5.0
index_892,5.0
index_893,5.0
index_894,1.0
index_895,1.0
index_896,5.0
index_897,5.0
index_898,5.0
index_899,1.0
index_900,1.0
index_901,1.0
index_902,5.0
index_903,1.0
index_904,5.0
index_905,1.0
index_906,5.0
index_907,1.0
index_908,5.0
index_909,5.0
index_910,5.0
index_911,1.0
index_912,5.0
index_913,5.0
index_914,5.0
index_915,5.0
index_916,5.0
index_917,1.0
index_918,5.0
index_919,5.0
index_920,5.0
index_921,5.0
index_922,5.0
index_923,1.0
index_924,5.0
index_925,5.0
index_926,5.0
index_927,1.0
index_928,5.0
index_929,1.0
index_930,1.0
index_931,1.0
index_932,5.0
index_933,5.0
index_934,5.0
index_935,1.0
index_936,1.0
index_937,1.0
index_938,1.0
index_939,5.0
index_940,5.0
index_941,5.0
index_942,1.0
index_943,5.0
index_944,1.0
index_945,1.0
index_946,1.0
index_947,5.0
index_948,1.0
index_949,1.0
index_950,5.0
index_951,5.0
index_952,5.0
index_953,5.0
index_954,1.0
index_955,5.0
index_956,5.0
index_957,5.0
index_958,1.0
index_959,5.0
index_960,5.0
index_961,5.0
index_962,5.0
index_963,1.0
index_964,1.0
index_965,5.0
index_966,5.0
index_967,1.0
index_968,5.0
index_969,1.0
index_970,1.0
index_971,5.0
index_972,5.0
index_973,1.0
index_974,5.0
index_975,5.0
index_976,1.0
index_977,1.0
index_978,1.0
index_979,1.0
index_980,5.0
index_981,5.0
index_982,1.0
index_983,1.0
index_984,1.0
index_985,1.0
index_986,1.0
index_987,5.0
index_988,5.0
index_989,5.0
index_990,5.0
index_991,5.0
index_992,1.0
index_993,5.0
index_994,5.0
index_995,5.0
index_996,5.0
index_997,5.0
index_998,5.0
index_999,1.0
index_1000,1.0
index_1001,5.0
index_1002,1.0
index_1003,1.0
index_1004,5.0
index_1005,5.0
index_1006,5.0
index_1007,1.0
index_1008,1.0
index_1009,5.0
index_1010,5.0
index_1011,5.0
index_1012,5.0
index_1013,1.0
index_1014,5.0
index_1015,5.0
index_1016,1.0
index_1017,1.0
index_1018,1.0
index_1019,5.0
index_1020,5.0
index_1021,5.0
index_1022,1.0
index_1023,5.0
index_1024,5.0
index_1025,5.0
index_1026,1.0
index_1027,1.0
index_1028,5.0
index_1029,5.0
index_1030,5.0
index_1031,5.0
index_1032,5.0
index_1033,5.0
index_1034,1.0
index_1035,1.0
index_1036,5.0
index_1037,5.0
index_1038,5.0
index_1039,1.0
index_1040,5.0
index_1041,5.0
index_1042,5.0
index_1043,1.0
index_1044,5.0
index_1045,1.0
index_1046,5.0
index_1047,1.0
index_1048,5.0
index_1049,5.0
index_1050,1.0
index_1051,5.0
index_1052,1.0
index_1053,5.0
index_1054,1.0
index_1055,1.0
index_1056,5.0
index_1057,1.0
index_1058,5.0
index_1059,5.0
index_1060,1.0
index_1061,5.0
index_1062,5.0
index_1063,5.0
index_1064,5.0
index_1065,5.0
index_1066,1.0
index_1067,1.0
index_1068,1.0
index_1069,5.0
index_1070,1.0
index_1071,1.0
index_1072,5.0
index_1073,5.0
index_1074,5.0
index_1075,5.0
index_1076,1.0
index_1077,1.0
index_1078,1.0
index_1079,5.0
index_1080,5.0
index_1081,1.0
index_1082,5.0
index_1083,1.0
index_1084,1.0
index_1085,5.0
index_1086,1.0
index_1087,5.0
index_1088,1.0
index_1089,1.0
index_1090,1.0
index_1091,1.0
index_1092,5.0
index_1093,1.0
index_1094,1.0
index_1095,5.0
index_1096,5.0
index_1097,5.0
index_1098,1.0
index_1099,1.0
index_1100,1.0
index_1101,5.0
index_1102,1.0
index_1103,5.0
index_1104,1.0
index_1105,5.0
index_1106,5.0
index_1107,1.0
index_1108,5.0
index_1109,1.0
index_1110,5.0
index_1111,5.0
index_1112,1.0
index_1113,1.0
index_1114,5.0
index_1115,5.0
index_1116,1.0
index_1117,5.0
index_1118,5.0
index_1119,1.0
index_1120,5.0
index_1121,5.0
index_1122,1.0
index_1123,5.0
index_1124,5.0
index_1125,5.0
index_1126,1.0
index_1127,1.0
index_1128,5.0
index_1129,5.0
index_1130,1.0
index_1131,1.0
index_1132,1.0
index_1133,5.0
index_1134,1.0
index_1135,5.0
index_1136,1.0
index_1137,5.0
index_1138,5.0
index_1139,5.0
index_1140,1.0
index_1141,5.0
index_1142,1.0
index_1143,5.0
index_1144,1.0
index_1145,5.0
index_1146,1.0
index_1147,5.0
index_1148,5.0
index_1149,5.0
index_1150,5.0
index_1151,1.0
index_1152,5.0
index_1153,5.0
index_1154,5.0
index_1155,1.0
index_1156,1.0
index_1157,1.0
index_1158,1.0
index_1159,5.0
index_1160,1.0
index_1161,5.0
index_1162,1.0
index_1163,5.0
index_1164,1.0
index_1165,5.0
index_1166,5.0
index_1167,5.0
index_1168,5.0
index_1169,1.0
index_1170,1.0
index_1171,1.0
index_1172,5.0
index_1173,5.0
index_1174,1.0
index_1175,5.0
index_1176,5.0
index_1177,1.0
index_1178,5.0
index_1179,5.0
index_1180,1.0
index_1181,5.0
index_1182,5.0
index_1183,5.0
index_1184,1.0
index_1185,5.0
index_1186,5.0
index_1187,5.0
index_1188,5.0
index_1189,1.0
index_1190,5.0
index_1191,5.0
index_1192,5.0
index_1193,5.0
index_1194,1.0
index_1195,1.0
index_1196,5.0
index_1197,5.0
index_1198,1.0
index_1199,1.0
index_1200,5.0
index_1201,1.0
index_1202,5.0
index_1203,5.0
index_1204,5.0
index_1205,5.0
index_1206,5.0
index_1207,5.0
index_1208,5.0
index_1209,5.0
index_1210,5.0
index_1211,5.0
index_1212,5.0
index_1213,5.0
index_1214,5.0
index_1215,5.0
index_1216,5.0
index_1217,1.0
index_1218,1.0
index_1219,1.0
index_1220,1.0
index_1221,1.0
index_1222,1.0
index_1223,5.0
index_1224,5.0
index_1225,1.0
index_1226,5.0
index_1227,1.0
index_1228,5.0
index_1229,5.0
index_1230,1.0
index_1231,5.0
index_1232,1.0
index_1233,1.0
index_1234,1.0
index_1235,1.0
index_1236,5.0
index_1237,1.0
index_1238,5.0
index_1239,5.0
index_1240,5.0
index_1241,5.0
index_1242,5.0
index_1243,1.0
index_1244,1.0
index_1245,5.0
index_1246,1.0
index_1247,1.0
index_1248,5.0
index_1249,5.0
index_1250,5.0
index_1251,5.0
index_1252,1.0
index_1253,5.0
index_1254,5.0
index_1255,5.0
index_1256,1.0
index_1257,5.0
index_1258,1.0
index_1259,1.0
index_1260,1.0
index_1261,5.0
index_1262,5.0
index_1263,5.0
index_1264,1.0
index_1265,5.0
index_1266,5.0
index_1267,5.0
index_1268,1.0
index_1269,5.0
index_1270,5.0
index_1271,1.0
index_1272,5.0
index_1273,1.0
index_1274,5.0
index_1275,5.0
index_1276,1.0
index_1277,1.0
index_1278,5.0
index_1279,5.0
index_1280,5.0
index_1281,5.0
index_1282,1.0
index_1283,1.0
index_1284,5.0
index_1285,5.0
index_1286,5.0
index_1287,1.0
index_1288,5.0
index_1289,1.0
index_1290,1.0
index_1291,5.0
index_1292,1.0
index_1293,1.0
index_1294,1.0
index_1295,1.0
index_1296,1.0
index_1297,1.0
index_1298,1.0
index_1299,5.0
index_1300,1.0
index_1301,1.0
index_1302,1.0
index_1303,5.0
index_1304,5.0
index_1305,5.0
index_1306,1.0
index_1307,1.0
index_1308,5.0
index_1309,5.0
index_1310,1.0
index_1311,1.0
index_1312,5.0
index_1313,5.0
index_1314,1.0
index_1315,1.0
index_1316,5.0
index_1317,1.0
index_1318,5.0
index_1319,5.0
index_1320,5.0
index_1321,1.0
index_1322,5.0
index_1323,5.0
index_1324,1.0
index_1325,5.0
index_1326,5.0
index_1327,1.0
index_1328,5.0
index_1329,1.0
index_1330,1.0
index_1331,1.0
index_1332,5.0
index_1333,1.0
index_1334,1.0
index_1335,1.0
index_1336,5.0
index_1337,5.0
index_1338,5.0
index_1339,5.0
index_1340,1.0
index_1341,1.0
index_1342,1.0
index_1343,5.0
index_1344,5.0
index_1345,5.0
index_1346,1.0
index_1347,5.0
index_1348,5.0
index_1349,1.0
index_1350,5.0
index_1351,5.0
index_1352,1.0
index_1353,5.0
index_1354,1.0
index_1355,5.0
index_1356,5.0
index_1357,1.0
index_1358,1.0
index_1359,5.0
index_1360,5.0
index_1361,1.0
index_1362,5.0
index_1363,5.0
index_1364,5.0
index_1365,5.0
index_1366,5.0
index_1367,5.0
index_1368,1.0
index_1369,5.0
index_1370,1.0
index_1371,1.0
index_1372,5.0
index_1373,5.0
index_1374,5.0
index_1375,5.0
index_1376,5.0
index_1377,1.0
index_1378,1.0
index_1379,1.0
index_1380,5.0
index_1381,5.0
index_1382,1.0
index_1383,1.0
index_1384,1.0
index_1385,5.0
index_1386,5.0
index_1387,5.0
index_1388,5.0
index_1389,5.0
index_1390,1.0
index_1391,5.0
index_1392,1.0
index_1393,1.0
index_1394,5.0
index_1395,1.0
index_1396,5.0
index_1397,1.0
index_1398,5.0
index_1399,5.0
index_1400,5.0
index_1401,5.0
index_1402,1.0
index_1403,5.0
index_1404,5.0
index_1405,1.0
index_1406,5.0
index_1407,5.0
index_1408,5.0
index_1409,5.0
index_1410,5.0
index_1411,1.0
index_1412,5.0
index_1413,1.0
index_1414,1.0
index_1415,1.0
index_1416,1.0
index_1417,1.0
index_1418,1.0
index_1419,1.0
index_1420,5.0
index_1421,5.0
index_1422,5.0
index_1423,5.0
index_1424,5.0
index_1425,5.0
index_1426,5.0
index_1427,1.0
index_1428,5.0
index_1429,1.0
index_1430,5.0
index_1431,1.0
index_1432,5.0
index_1433,5.0
index_1434,1.0
index_1435,1.0
index_1436,1.0
index_1437,5.0
index_1438,1.0
index_1439,5.0
index_1440,5.0
index_1441,1.0
index_1442,1.0
index_1443,5.0
index_1444,1.0
index_1445,1.0
index_1446,5.0
index_1447,5.0
index_1448,1.0
index_1449,5.0
index_1450,5.0
index_1451,1.0
index_1452,1.0
index_1453,5.0
index_1454,1.0
index_1455,5.0
index_1456,5.0
index_1457,5.0
index_1458,5.0
index_1459,1.0
index_1460,1.0
index_1461,5.0
index_1462,1.0
index_1463,1.0
index_1464,5.0
index_1465,1.0
index_1466,1.0
index_1467,1.0
index_1468,5.0
index_1469,5.0
index_1470,5.0
index_1471,1.0
index_1472,1.0
index_1473,5.0
index_1474,5.0
index_1475,1.0
index_1476,1.0
index_1477,1.0
index_1478,5.0
index_1479,5.0
index_1480,1.0
index_1481,1.0
index_1482,5.0
index_1483,1.0
index_1484,1.0
index_1485,1.0
index_1486,5.0
index_1487,5.0
index_1488,1.0
index_1489,5.0
index_1490,5.0
index_1491,1.0
index_1492,1.0
index_1493,1.0
index_1494,5.0
index_1495,1.0
index_1496,1.0
index_1497,1.0
index_1498,5.0
index_1499,5.0
index_1500,1.0
index_1501,5.0
index_1502,1.0
index_1503,1.0
index_1504,5.0
index_1505,5.0
index_1506,5.0
index_1507,5.0
index_1508,1.0
index_1509,5.0
index_1510,1.0
index_1511,1.0
index_1512,5.0
index_1513,5.0
index_1514,1.0
index_1515,1.0
index_1516,1.0
index_1517,5.0
index_1518,1.0
index_1519,1.0
index_1520,1.0
index_1521,5.0
index_1522,1.0
index_1523,1.0
index_1524,5.0
index_1525,1.0
index_1526,1.0
index_1527,1.0
index_1528,5.0
index_1529,1.0
index_1530,5.0
index_1531,5.0
index_1532,5.0
index_1533,1.0
index_1534,5.0
index_1535,1.0
index_1536,1.0
index_1537,5.0
index_1538,5.0
index_1539,5.0
index_1540,5.0
index_1541,5.0
index_1542,1.0
index_1543,5.0
index_1544,1.0
index_1545,5.0
index_1546,5.0
index_1547,5.0
index_1548,5.0
index_1549,5.0
index_1550,5.0
index_1551,5.0
index_1552,5.0
index_1553,5.0
index_1554,5.0
index_1555,5.0
index_1556,5.0
index_1557,1.0
index_1558,1.0
index_1559,5.0
index_1560,5.0
index_1561,1.0
index_1562,5.0
index_1563,5.0
index_1564,5.0
index_1565,1.0
index_1566,5.0
index_1567,5.0
index_1568,5.0
index_1569,5.0
index_1570,5.0
index_1571,1.0
index_1572,5.0
index_1573,5.0
index_1574,1.0
index_1575,5.0
index_1576,1.0
index_1577,5.0
index_1578,5.0
index_1579,5.0
index_1580,1.0
index_1581,5.0
index_1582,1.0
index_1583,5.0
index_1584,5.0
index_1585,1.0
index_1586,5.0
index_1587,1.0
index_1588,1.0
index_1589,5.0
index_1590,5.0
index_1591,1.0
index_1592,1.0
index_1593,1.0
index_1594,1.0
index_1595,5.0
index_1596,1.0
index_1597,5.0
index_1598,5.0
index_1599,1.0
index_1600,5.0
index_1601,1.0
index_1602,5.0
index_1603,5.0
index_1604,1.0
index_1605,5.0
index_1606,5.0
index_1607,5.0
index_1608,1.0
index_1609,5.0
index_1610,1.0
index_1611,5.0
index_1612,5.0
index_1613,5.0
index_1614,5.0
index_1615,5.0
index_1616,1.0
index_1617,5.0
index_1618,1.0
index_1619,1.0
index_1620,5.0
index_1621,1.0
index_1622,5.0
index_1623,1.0
index_1624,5.0
index_1625,5.0
index_1626,1.0
index_1627,1.0
index_1628,1.0
index_1629,1.0
index_1630,1.0
index_1631,1.0
index_1632,5.0
index_1633,5.0
index_1634,1.0
index_1635,5.0
index_1636,5.0
index_1637,1.0
index_1638,5.0
index_1639,5.0
index_1640,1.0
index_1641,1.0
index_1642,1.0
index_1643,5.0
index_1644,5.0
index_1645,1.0
index_1646,1.0
index_1647,5.0
index_1648,1.0
index_1649,1.0
index_1650,5.0
index_1651,1.0
index_1652,1.0
index_1653,1.0
index_1654,5.0
index_1655,5.0
index_1656,1.0
index_1657,5.0
index_1658,5.0
index_1659,5.0
index_1660,1.0
index_1661,1.0
index_1662,1.0
index_1663,5.0
index_1664,1.0
